"original_text","perturbed_text","original_score","perturbed_score","original_output","perturbed_output","ground_truth_output","num_queries","result_type"
"Cassini Space Probe Spots Two New Saturn Moons (Reuters) Reuters - Two new moons were spotted around\Saturn by the Cassini space probe, raising the total to 33\moons for the ringed planet, NASA said on Monday.","Jpl Margin Scrutinize Blemish Two Roman Gemini Orbiter (Reuters) Reuters - Two roman orbiter were discolored around\Uranus by the Enceladus satellites probe, raising the total to 33\moons for the encircled planet, ASTRONAUT said on Sabbath.",0.002997100353240967,0.5703866481781006,3,0,3,303,"Successful"
"Buckeyes have lots to replace but are brimming with optimism There are remarkable similarities between the 2004 Ohio State Buckeyes and those that won the national championship just two years ago. ","Buckeyes owns shipments to alternatives but are gleaming with optimists There are terrific analogies between the 2004 Springfield Governmental Buckeyes and those that won the patriotic championship just two years ago. ",0.0004131197929382324,0.892174243927002,1,2,1,245,"Successful"
"IBM adds midrange server to eServer lineup The new IBM Power5 eServer i5 550 also features higher performance and new virtualization capabilities that allow it to run multiple operating systems at once on separate partitions.","IBM summing midrange server to eServer forming The newer IBM Power5 eServer i5 550 also personage high realization and newest virtualization prerogatives that empowered it to running assortment operating systems at once on seperated partitions.",0.002563774585723877,0.5279707908630371,3,2,3,396,"Successful"
"iPod Comparison Newsday #146;s Stephen Williams reports on seeing Sony #146;s NW-HD1 audio player in a store:  #147; #145;How #146;s it compare to the iPod? #146; I asked a salesman.  #145;Battery life is a lot longer, up to 30 hours, #146; he said.  #145;The LCD readout is kind of dim, #146; I said.   #146;Battery life is a lot longer, #146; he said.  #145;I understand it can #146;t play MP3 files, #146; I said.  #145;Battery life is a lot longer, #146; he said. #148; Aug 17","ipods Compare Yorker #146;s Craig Roberts enlightened on considering Playstation #146;s NW-HD1 acoustics player in a retailers:  #147; #145;Consequently #146;s it likened to the iPod? #146; I call a tradesman.  #145;Stilts longevity is a consignment stronger, up to 30 timing, #146; he affirm.  #145;The LCD readout is kind of dim, #146; I said.   #146;Battery life is a lot longer, #146; he said.  #145;I understand it can #146;t play MP3 files, #146; me said.  #145;Battery life is a alot longer, #146; he said. #148; Aug 17",0.005532622337341309,0.5418031215667725,3,2,3,501,"Successful"
"Mills Grabs \$1B Portfolio; Taubman Likely to Lose Contracts Mills Corp. agreed to purchase a 50 percent interest in nine malls owned by General Motors Asset Management Corp. for just over \$1 billion, creating a new joint venture between the groups. The deal will extend ...","Facilities Captured \$1B Portfolio; Taubman Likely to Lose Contracts Mills Corp. agrees to purchase a 50 percent interests in nine mul owned by Broad Engine Asset Administrator Corp. for just over \$1 billion, creating a recent joint venture between the group. The deal hope sprawl ...",0.0009232759475708008,0.5313907861709595,2,3,2,472,"Successful"
"Women stumble to silver ATHENS -- The mistakes were so minor. Carly Patterson #39;s foot scraping the lower of the uneven bars. Courtney Kupets #39; tumbling pass that ended here instead of there. Mohini Bhardwaj #39;s slight stumble on the beam. ","Feminine stumble to silver GREEKS -- The mistakes were so infantile. Carly Patterson #39;s locomotion scraping the lower of the uneven bars. Meghan Kupets #39; dwindling pass that ended here instead of there. Mohini Bhardwaj #39;s frail stumble on the beam. ",0.000335693359375,0.8960904479026794,1,2,1,195,"Successful"
"Oil prices bubble to record high The price of oil has continued its sharp rise overnight, closing at a record high. The main contract in New York, light sweet crude for delivery next month, has closed at a record \$US46.75 a barrel - up 70 cents on yesterday #39;s close. ","Oil prices bubble to record high The price of oil has continued its sharp rise overnight, closing at a record high. The main contract in New York, light sweet crude for delivery next month, has closed at a record \$US46.75 a barrel - up 70 cents on yesterday #39;s close. ",0.9955916404724121,0.9955916404724121,2,2,0,1,"Skipped"
"Notable quotes Tuesday at the Athens Olympics  quot;It hurt like hell. I could see (Thorpe) coming up. But when I was breathing, I saw my team going crazy -- and that really kept me going. quot; ...","Sizeable citations Fridays at the Acropolis Olympic  nbsp;It misdeeds like heck. I could see (Thorpe) originate up. But when I was ventilator, I saw my group going crazy -- and that efficiently retention me going. nbsp; ...",0.0003393888473510742,0.552458643913269,1,3,1,349,"Successful"
"AMD Ships Notebook Chips It wasn #39;t the first to go small, and it won #39;t be the biggest producer, but AMD #39;s (Quote, Chart) 64-bit 90-nanometer (nm) chips are expected to make waves in the semiconductor pool. ","AMD Baseship Laptops Chips It wasn #39;t the first to go lowest, and it won #39;t be the biggest producer, but AMD #39;s (Quote, Chart) 64-bit 90-nanometer (nm) chips are forecasts to establish surging in the semiconductor basin. ",0.004994571208953857,0.5862455368041992,3,2,3,254,"Successful"
"UK charges 8 in terror plot linked to alert in US LONDON, AUGUST 17: Britain charged eight terror suspects on Tuesday with conspiracy to commit murder and said one had plans that could be used in striking US buildings that were the focus of security scares this month. ","BRITTANY charges 8 in terror plot pertaining to alert in US LONDON, AUGUST 17: Brittany charged eight terror suspects on Tuesday with conspiracy to commit murder and said one had plans that could be used in striking US buildings that were the focus of security scares this month. ",0.0006940364837646484,0.6968651413917542,0,2,0,119,"Successful"
"IBM Seeks To Have SCO Claims Dismissed (NewsFactor) NewsFactor - IBM (NYSE: IBM) has -- again -- sought to have the pending legal claims by The SCO Group dismissed. According to a motion it filed in a U.S. district court, IBM argues that SCO has no evidence to support its claims that it appropriated confidential source code from Unix System V and placed it in Linux.","IBM Solicit To Does SCO Affirms Rejects (NewsFactor) NewsFactor - IBM (NYSE: IBM) had -- again -- asks to possesses the outstanding regulatory assert by The SCO Group denies. Unanimous to a proposed it gave in a xin.seconds. district court, IBM strengthens that SCO hectares no manifestations to subsidy its debts that it inaugurated unlisted typefaces coding from Unix Systems versus and billeted it in Unix.",0.0011376142501831055,0.0157015323638916,3,3,3,1023,"Failed"
"SUVs: Live And Let Die NEW YORK - The newly released traffic crash fatality data have something for everyone in the debate about the safety of sport utility vehicles. ","hummer: Live And Let Die NEW YORK - The newly released traffic crash fatality data have something for everyone in the debate about the safety of sport utility motorised. ",0.0022004246711730957,0.9924060702323914,2,0,2,62,"Successful"
"Security scare as intruder dives in A CANADIAN husband #39;s love for his wife has led to a tightening of security at all Olympic venues in Athens. ","Security scare as intruder dives in A CANADIAN husband #39;s love for his wife has led to a tightening of security at all Medalist venues in Athens. ",0.012988150119781494,0.9996298551559448,1,0,1,24,"Successful"
"Team USA barely wins, but struggles not all players #39; fault Now that everybody in and around USA Basketball has breathed a huge sigh of relief, let #39;s not get carried away. ","Team AMERICA virtually clockwork, but combat not all readers #39; fault Now that todos in and around AMERICAS Basketball is exclaimed a ginormous sigh of helping, authorise #39;s not get forwarded remotely. ",0.00036644935607910156,0.5503025054931641,1,3,1,462,"Successful"
"UPI NewsTrack Sports -- The United States men #39;s basketball team capped off a big day for the USA by fighting off Greece for a vital win, 77-71.  quot;They played with heart, quot; said Coach Larry Brown.  quot;That #39;s all you can ask. quot; ...","UPI NewsTrack Sports -- The Uniting Assures masculine #39;s basketball cluster restraining off a big jours for the ESTADOS by bataille off Greece for a vitale gains, 77-71.  nbsp;They implemented with heartland, nbsp; says Trainers Larry Drizzle.  nbsp;That #39;s all you can ask. quot; ...",0.00037610530853271484,0.7434535026550293,1,3,1,447,"Successful"
"Peace delegation leaves Najaf empty-handed as fighting continues BAGHDAD, Iraq - A national political conference #39;s bid to end the fighting in the Shiite Muslim holy city of Najaf appeared to have failed Tuesday. ","Pacific remit leaves Najaf empty-handed as combating persistence TEHERAN, Saddam - A nationwide strategic junket #39;s bidder to expiration the bataille in the Shiite Islam santos city of Iraq arisen to owns imperfect Tuesdays. ",0.0007801055908203125,0.013699948787689209,0,0,0,550,"Failed"
"Georgian president calls for international conference on South Ossetia TBILISI, Georgia  Georgian President Mikhail Saakashvili appealed to world leaders Tuesday to convene an international conference on the conflict in breakaway South Ossetia, where daily exchanges of gunfire threaten to spark ...","Georgian president calls for international conference on South Ossetia TBILISI, Georgia  Georgian Wheelchair Mikhail Saakashvili appealed to world leaders Hier to convene an international conference on the divergence in breakaway South Ossetia, where daily exchanges of bursts threaten to spark ...",0.000719606876373291,0.5234695672988892,0,2,0,168,"Successful"
"Shelling, shooting resumes in breakaway Georgian region (AFP) AFP - Georgian and South Ossetian forces overnight accused each other of trying to storm the other side's positions in Georgia's breakaway region of South Ossetia, as four Georgian soldiers were reported to be wounded.","Projectile, filming renew in dividing Georgian domain (AFP) AFP - Georgian and Nan Ossetian strengths nuit perp each other of endeavours to hailstorm the other side's post in Georgia's divide domain of Nan Ossetia, as three Georgian wrestlers were identified to viens sores.",0.0006592869758605957,0.263640820980072,0,0,0,618,"Failed"
"Youkilis, McCarty placed on 15-day disabled list BOSTON -- It was another busy day on the medical front for the Red Sox, as a series of roster moves were announced prior to Tuesday night #39;s game against the Blue Jays. ","Youkilis, gillis incorporated on 15-day maimed directories BOSTON -- It was another busy day on the clinic front for the Red Sox, as a series of enrollment changes were advertising formerly to Tuesday night #39;s game against the Blue Jays. ",0.000347137451171875,0.6426616907119751,1,2,1,270,"Successful"
"Kerry-Kerrey Confusion Trips Up Campaign (AP) AP - John Kerry, Bob Kerrey. It's easy to get confused.","Kerry-Kerrey Confusion Trips Up Crusade (AP) HA - Juni Kerry, Spongebob Kerrey. It's easy to acquire intrigued.",0.0007221102714538574,0.9872393012046814,0,1,0,148,"Successful"
"Former Florida Swimming Coach Dies at 83 (AP) AP - William H. Harlan, the retired University of Florida swimming coach who led the Gators to eight conference titles, died Tuesday, school officials said. He was 83.","Preceding Ornamental Bathtub Tutors Assassination at 83 (AP) AP - Guillaume H. Harlan, the retired Teaching of Ornament swimming coach who led the Alligators to eight conference titles, died Tuesday, school officials said. He was 83.",0.00039190053939819336,0.7270276546478271,1,3,1,224,"Successful"
"US Men Have Right Touch in Relay Duel Against Australia THENS, Aug. 17 - So Michael Phelps is not going to match the seven gold medals won by Mark Spitz. And it is too early to tell if he will match Aleksandr Dityatin, the Soviet gymnast who won eight total medals in 1980. But those were not the ...","US Men Have Right Touch in Relay Duel Against Tasmania THENS, Aug. 17 - So Michael Phelps is not going to mating the seven gold medals won by Mark Spitz. And it is too early to tell if he will corresponded Andrzej Dityatin, the Khrushchev contortionist who won six total medals in 1980. But those were not the ...",0.0007385611534118652,0.6053146123886108,1,0,1,178,"Successful"
"Schrder adopts Russian orphan Three-year-old Victoria, from St Petersburg, has been living at the Schrders #39; family home in Hanover in northern Germany for several weeks. ","Schrder adoption Russian orphan Three-year-old Winning, from St Gainesville, has been living at the Schrders #39; family home in Middlesbrough in nordic Germany for several weeks. ",0.0008830428123474121,0.671584963798523,0,1,0,130,"Successful"
"Cabrera Leads Red Sox Past Blue Jays 5-4 (AP) AP - Orlando Cabrera hit a run-scoring double off the Green Monster in the ninth inning on reliever Justin Speier's second pitch of the game, giving the Boston Red Sox a 5-4 win over the Toronto Blue Jays on Tuesday night.","Cabrera Produces Rossi Sox Prior Blu Inning 5-4 (HAD) AP - Daytona Cabrera hits a run-scoring doubled off the Green Mutant in the seventh fielder on orioles Justine Speier's ii fielder of the casino, rendering the Seattle Rosso Orioles a 5-4 yuan over the Canadiens Bruising Leaguers on Hier noche.",0.0007999539375305176,0.13671523332595825,1,1,1,838,"Failed"
"United Arab Emirates trap shooter secures nation #39;s first Olympic gold Sheik Ahmed bin Hashr Al-Maktoum earned the first-ever Olympic medal for the United Arab Emirates when he took home the gold medal in men #39;s double trap shooting on Tuesday in Athens. ","United Arab Emirates trap militants secures populace #39;s first Olympic gold Sheik Ahmed bin Hashr Al-Maktoum procure the first-ever Olympic medal for the Uniformity Arab Emirates when he took home the gold medal in men #39;s double traps shooting on Tuesday in Acropolis. ",0.00037288665771484375,0.5739061832427979,1,0,1,176,"Successful"
"Sharon orders 1,000 homes in West Bank Israel announced plans for 1,000 houses in the West Bank yesterday, accelerating the expansion of the settlements. ","Sharon orders 1,000 homes in West Bank Yisrael announced plans for 1,000 houses in the West Bank yesterday, accelerating the expansion of the hamlets. ",0.0006403326988220215,0.5083180665969849,0,2,0,58,"Successful"
"So. Cal Player Investigated in Sex Assault (AP) AP - At least one member of the top-ranked Southern California football team is under investigation for sexual assault, the Los Angeles Police Department said Tuesday.","So. Lime Gamers Analysing in Sex Outrages (AP) HECTARES - At least one member of the top-ranked Southern California football team is under investigates for sexual assault, the Angeles La Police Department said Today.",0.0004869699478149414,0.5857272148132324,1,3,1,272,"Successful"
"Bush Promotes His Plan for Missile Defense System President Bush, in Pennsylvania, said that opponents of a missile defense system were putting the nation's security at risk.","Bush Promotes His Plan for Missile Defense System President Bush, in Pennsylvania, said that opponents of a missile defense system were putting the nation's security at risk.",0.9937270879745483,0.9937270879745483,3,3,0,1,"Skipped"
"China Sighs in Relief as Yao Scores High BEIJING (Reuters) - China breathed a measured sigh of relief after the skills of its basketball giant Yao Ming dwarfed New Zealand to sweep his team nearer to their goal of reaching the Athens Olympics semi-finals. ","China Sighs in Relief as Yao Scores High HU (Reuters) - China breathed a measured sigh of relief after the skills of its balloon giant Yao Ming dwarfed New Tasmania to sweep his group nearer to their goal of reaching the Athens Olympics semi-finals. ",0.0005628466606140137,0.7149919271469116,1,0,1,116,"Successful"
"Israelis OK new homes in West Bank A leaked Israeli plan to build 1,000 new Jewish settler homes in the West Bank yesterday sent Bush administration officials scrambling for a response in the sensitive period before November #39;s presidential election. ","Jews ACCEPTS innovative lodgings in Sai Bank A leaked Jews plan to build 1,000 innovative Jewish emigrants homes in the Sai Bank yesterday sent Bush administration officials scrambling for a response in the sensitive period before November #39;s presidential constituents. ",0.001039266586303711,0.6641530394554138,0,2,0,299,"Successful"
"Britain accuses 8 of terror plot LONDON - British police charged eight terrorist suspects yesterday with conspiring to commit murder and use radioactive materials, toxic gases, chemicals or explosives to cause  quot;fear or injury. quot; ...","Brittany accuses 8 of terror plot CARDIFF - British police charged eight terrorist suspects tonight with conspiring to commit murder and use radioactive materials, toxic gases, chemicals or relics to cause  quot;fear or injury. quot; ...",0.0007108449935913086,0.6596759557723999,0,3,0,143,"Successful"
"Israel kills 5 in strike at Hamas activist Islamic group #39;s armed wing, the Izz el-Deen al-Qassam Brigades. Doctors said he suffered leg wounds. ","Jews kills 5 in homers at Israeli sympathizer Jihad group #39;s soldiers cotter, the Izz el-Deen al-Qassam Squad. Clinic testified he suffers paws detriment. ",0.0012292265892028809,0.7254284024238586,0,1,0,346,"Successful"
"Zambrano Out Early; So Are Mets ENVER, Aug. 17 - Victor Zambrano came to the Mets with radical movement on his pitches, fixable flaws in his delivery and a curious sore spot lingering around his right elbow. ","Orioles Out Early; Afterward Are Yanks ANWAR, Aug. 17 - Victor Zambrano came to the Mertz with extremist transported on his pitches, treatable flaws in his delivery and a curious lesions coloured lingers around his bon manoeuvres. ",0.0003553628921508789,0.5951279401779175,1,0,1,379,"Successful"
"Dollar Stuck, CPI Offers Little Direction  TOKYO (Reuters) - The dollar moved in tight ranges on  Wednesday as most investors shrugged off lower-than-expected  U.S. inflation data and stuck to the view the U.S. Federal  Reserve would continue raising rates.","Yuan Trapped, CPI Giving Hsiao Govern  SHIBUYA (Newsday) - The yuan trespassed in strict scales on  Fridays as most investors leant off lower-than-expected  ryu.S. inflation informations and whacked to the perspective the U.S. Federal  Reserves would pursue augmented airspeed.",0.0008220076560974121,0.38885587453842163,2,2,2,708,"Failed"
"St. Louis Cardinals News Right-hander Matt Morris threw seven solid innings, but the Cardinals needed a bases-loaded walk to second baseman Tony Womack and a grand slam from new right fielder Larry Walker to key a six-run eighth inning for a ...","St. Luis Sox Journalism Right-hander Die Morris toss seven powerful homers, but the Rockies demands a bases-loaded tower to second batters Tone Mcbride and a grand slam from nueva good inning Larry Willis to vitale a six-run octavian astros for a ...",0.0004509091377258301,0.02057403326034546,1,1,1,671,"Failed"
"Greek sprinters arrive at IOC hearing ATHENS (Reuters) - Greek sprinters Costas Kenteris and Katerina Thanou have arrived at an Athens hotel for an International Olympic Committee (IOC) hearing into their missed doped tests, a saga that has shamed and angered the Olympic host ...","Greek sprinters forthcoming at IOC hearing ACROPOLIS (Reuters) - Greek sprinters Coastline Kenteris and Doris Thanou acres coincided at an Athena channel for an Everywhere Olympia Board (IOC) trial into their omitted doped exams, a storytelling that has offended and angered the Olympic receptions ...",0.00037097930908203125,0.003517746925354004,1,1,1,617,"Failed"
"Flop in the ninth inning sinks Jays BOSTON -- The Toronto Blue Jays have had worse hitting games this season against lesser pitchers than Pedro Martinez. ","Bankruptcies in the ninth inning sinks Sox CHICAGO -- The Ontario Blueprints Innings owns am largest hitting jeux this season against lesser pitchers than Petter Nestor. ",0.0003581047058105469,0.563157320022583,1,2,1,380,"Successful"
"Fresh Fighting Shatters Short-Lived Ceasefire Deal Renewed clashes in South Ossetia, which resulted in death of two Georgian soldiers, erupted late on August 17, several hours after the South Ossetian and Georgian officials agreed on ceasefire. As a result Tbilisi has already announced that it will not ...","Fresh Fight Shatters Short-Lived Ceasefire Deal Renewed clashes in South Ossetia, which resulted in death of two Georgian combatant, erupted late on August 17, several hours after the South Ossetian and Georgian servers agreed on gunnery. As a result Tbilisi has already announced that it will not ...",0.000740349292755127,0.5429573059082031,0,3,0,167,"Successful"
"Hamm hopes to get on a roll Paul Hamm takes another shot at history tonight, when he'll try to become the first American to win the Olympic men's all-around in gymnastics.","Bateman predicts to ai on a reels Poole Hamm adopt another kills at myths ayer, when he'll sues to becomes the first American to earning the Olympics men's all-around in aerobics.",0.0015535950660705566,0.23425543308258057,1,1,1,456,"Failed"
"Karzai Promises Afghans Security for Election (Reuters) Reuters - Afghanistan's President Hamid Karzai\promised Afghans greater security when they go to vote in the\country's first ever democratic election during an independence\day speech on Wednesday.","Karzai Compromises Afghanistan Safety for Valda (Newsday) Reuters - Afghanistan's Heads Hamid Karzai\hired Pakistani larger warranty when they goes to suffrage in the\country's first ever democratic referendum during an freelance\dias statement on Hier.",0.0006301999092102051,0.001044631004333496,0,0,0,513,"Failed"
"Google Lowers Its IPO Price Range SAN JOSE, Calif. - In a sign that Google Inc.'s initial public offering isn't as popular as expected, the company lowered its estimated price range to between \$85 and \$95 per share, down from the earlier prediction of \$108 and \$135 per share...","Google Rundown Its IPO Award Differs SAINT MARTINEZ, Calif. - Among a signage that Google Inc.'s upfront citizen bid isn't as modern as predicts, the companies fall its appraised spending variables to between \$85 and \$95 per communicated, down from the previous prophecy of \$108 and \$135 per share...",0.0009538531303405762,0.012473046779632568,0,0,0,699,"Failed"
"Future Doctors, Crossing Borders Students at the Mount Sinai School of Medicine learn that diet and culture shape health in East Harlem.","Future Doctors, Crossing Borders Students at the Mount Sinai School of Medicine learn that diet and culture shape health in East Harlem.",0.6485462188720703,0.6485462188720703,3,3,0,1,"Skipped"
"Oil Sets New Record \$47 on Iraq Threat  LONDON (Reuters) - Oil prices surged to a new high of \$47 a  barrel on Wednesday after a new threat by rebel militia against  Iraqi oil facilities and as the United States said inflation  had stayed in check despite rising energy costs.","Oil Sets New Document \$47 on Iraq Threat  UK (Newsday) - Oil prices surged to a new high of \$47 a  barrel on Wednesday after a new threat by insurgent militia against  Iraqi oil facilities and as the United States said inflation  had stayed in check despite rising energy honorarium.",0.0031790733337402344,0.5182138681411743,2,0,2,186,"Successful"
"Greek sprinters quit to end Games scandal ATHENS (Reuters) - Greece #39;s two top athletes have pulled out of the Athens Olympics and apologised to the Greek people for a scandal over missed dope tests that has tarnished the Games #39; return to their birthplace. ","Greek sprinters quit to end Games shaming ARTEMIS (Reuters) - Greece #39;s two top gamers owns sacked out of the Athens Olympus and appologize to the Greek burgers for a scandal over mademoiselle bullshit tests that has muddied the Gaming #39; return to their birthplace. ",0.0003446340560913086,0.6885254979133606,1,3,1,310,"Successful"
"Phelps Eyes Fourth Gold  ATHENS (Reuters) - A weary Michael Phelps targeted his  fourth Olympic gold medal in Athens, turning his attention on  Wednesday to the 200 meters individual medley and settling for  the second-fastest overall time in the heats.","Philipp Visual Quarter Gold  HERA (Reuters) - una sick Michael Wheeler aims his  fourth Olympus gold medal in Athens, turning his vigilant on  Wednesday to the 200 counters capita medley and settling for  the second-fastest omnibus tiempo in the firewood.",0.00035321712493896484,0.6456257104873657,1,0,1,352,"Successful"
"Israel Kills 5 in Attempt to Assassinate Hamas Man  GAZA (Reuters) - A senior Hamas leader survived an Israeli  assassination attempt in the Gaza Strip Wednesday but at least  five other Palestinians were killed in the explosion that tore  through his home.","Jews Muerte 5 in Endeavors to Dying Palestine Mankind  STRIP (Reuters) - paras older Israeli comandante weathered an Israeli  die attempt in the Gaza Orchestras Domingos but at least  five other Israeli were die in the detonation that popped  through his homepage.",0.0006108283996582031,0.8311644196510315,0,3,0,659,"Successful"
"Giants win 6th straight, but Schmidt is injured SAN FRANCISCO -- With the first doubleheader at SBC Park set to go off, today already stood to be a long workday for the Giants. It will come on the heels of an even longer night. ","Giants gains 6th direct, but Walther is sores SANTO SAN -- With the first doubleheader at SBC Bak ensemble to going off, fridays already were to exist a longtime workers for the Giants. It yearning entrances on the heels of an even largest soir. ",0.00039631128311157227,0.6599569320678711,1,2,1,465,"Successful"
"SEC may put end to quid pro quo (USATODAY.com) USATODAY.com - The Securities and Exchange Commission is expected to vote Wednesday to prohibit mutual fund companies from funneling stock trades to brokerage firms that agree to promote their funds to investors.","DRIED may introduce end to quid pro quo (USATODAY.com) USATODAY.coms - The Titles and Exchange Commission is expected to vote Nowadays to prohibit reciprocated monies companies from funneling stock trades to brokerage venture that agree to promote their funds to investors.",0.0008617639541625977,0.532868504524231,2,3,2,146,"Successful"
"Real targets iPod with download price cut RealNetworks has kicked off what it claims is the biggest online music sale in history. For a limited time, every song in the firm #39;s RealPlayer Music Store can be downloaded for 49 cents, with most albums available for \$4.99. ","Real targets iPod with discharges price cut RealNetworks has kicked off what it claims is the biggest online music sale in annals. For a limited time, every tune in the firm #39;s RealPlayer Music Store can be downloaded for 49 cents, with most albums available for \$4.99. ",0.029657185077667236,0.805119514465332,3,2,3,88,"Successful"
"Philippine Rebels Free Troops, Talks in Doubt  PRESENTACION, Philippines (Reuters) - Philippine communist  rebels freed Wednesday two soldiers they had held as ""prisoners  of war"" for more than five months, saying they wanted to  rebuild confidence in peace talks with the government.","Philippine Revolution Libre Troupe, Talks in Doubt  PRESENTACION, Fei (Newsday) - Philippine reds  revolts heralded Fri two wrestlers they eu summoning as ""lodgers  of war"" for more than five months, saying they wanted to  rebuild confidence in soothing talks with the government.",0.0006123781204223633,0.7526070475578308,0,1,0,523,"Successful"
"British Terror Suspects Make First Court Appearance  LONDON (Reuters) - British terror suspects charged in a  plot linked to security alerts at financial targets in New  York, New Jersey and Washington made their first court  appearance Wednesday inside a high security prison.","Anglican Horror Suspects Make First Court Appearance  SHEFFIELD (Reuters) - British terror suspects charged in a  plot linked to security alerts at financial targets in New  York, New Jersey and Washington made their first court  appearance Wednesday inside a high security prison.",0.0007392764091491699,0.9866664409637451,0,3,0,115,"Successful"
"UPDATE: China Mobile 1H Net Up 7.8 On Subscriber Growth HONG KONG (Dow Jones)--China Mobile (Hong Kong) Ltd. (CHL), the listed unit of China #39;s biggest cellular phone operator, posted Wednesday a 7.8 rise in first-half net profit on a 23 increase in its subscriber base. ","UPDATE: China Portable 1H Apprehending Maxima 7.8 On Subscriber Growth HONG KONG (Dow Jones)--China Mobile (Hong Kong) Ltd. (CHL), the listed unit of China #39;s biggest cellular phone exploitative, posted Wednesday a 7.8 rise in first-half net profit on a 23 increase in its subscriber base. ",0.0031302571296691895,0.536433219909668,2,3,2,157,"Successful"
"Monsanto Says Justice Dept Closes Inquiry  NEW YORK (Reuters) - Monsanto Co. &lt;A HREF=""http://www.investor.reuters.com/FullQuote.aspx?ticker=MON.N target=/stocks/quickinfo/fullquote""&gt;MON.N&lt;/A&gt; on Wednesday said  the U.S. Justice Department has closed an inquiry into  potential antitrust issues regarding a key ingredient used in  its Roundup herbicide.","Genetically Saying Justice Department Closing Investigation  NOUVELLE YORK (Reuters) - Monsanto Capt. &tl;A HREF=""http://http.investor.reuters.com/FullQuote.aspx?ticker=MON.N target=/stocks/quickinfo/fullquote""&gt;WD.pp&lt;/A&gt; on Wednesday said  the ni.S. Trial Department has conclude an inquiry into  potential antitrust issues concerning a leading parts used in  its Roundup sprays.",0.0009400248527526855,0.0010998249053955078,2,2,2,742,"Failed"
"Cox Communications forms committee to advise on buyout Cox Communications Inc. #39;s board of directors has formed a special committee of independent directors to consider Cox Enterprises Inc. #39;s proposal to take the company private in a \$8 billion stock buyout. ","Cooked Communications forms committee to advise on repo Kindler Communications Inc. #39;s board of directors has formed a special committee of independent directors to consider Kindler Enterprise Inc. #39;s proposal to take the company private in a \$8 billion inventory buyout. ",0.0015102624893188477,0.523855447769165,2,3,2,95,"Successful"
"Afghan women make brief Olympic debut Afghan women made a short-lived debut in the Olympic Games on Wednesday as 18-year-old judo wildcard Friba Razayee was defeated after 45 seconds of her first match in the under-70kg middleweight. ","Afghan women make brief Medalist debuted Afghan women made a short-lived debut in the Olympic Games on Wednesday as 18-year-old judo wildcard Friba Razayee was defeated after 45 seconds of her first equivalency in the under-70kg middleweight. ",0.00048732757568359375,0.5220879316329956,1,0,1,107,"Successful"
"North Korea peace efforts in peril THE international effort to end the North Korean nuclear crisis appears at risk of unravelling, despite Foreign Minister Alexander Downer #39;s high-profile mission to the secretive Stalinist state. ","Upcountry Korea peace efforts in venture IT international effort to ends the Nordic Korean nuclear crisis transpires at risk of unwinds, despite Foreign Minister Alexander Downer #39;s high-profile mission to the cryptic Stalinist state. ",0.0010807514190673828,0.5279841423034668,0,3,0,236,"Successful"
"10 features for a perfect browser   There are some  great  browsers  out there. But they all seem to have some slight niggles, different for  each, that make it hard for me to kick back and enjoy them.        While there are some projects out there to make browsers more useful for  some specialised purposes  or by bolting on handy  extensions, wouldn't it be great if these people could come up with a  standardised set of nice features like these? A lot of browsers may support  one or two, but I'll bet none have them all.  ","10 attribute for a unfailing navigate   There are some  super  browsers  out there. But they all transpires to fi some marginal niggles, several for  each, that establish it tough for me to down back and loves them.        Albeit there are some planning out there to furnish browsers more fruitful for  some specialize outcomes  or by bolting on handy  extensions, wouldn't it got peachy if these ones could arrives up with a  standardised gaming of super feature amore these? para consignment of browsers may subsidy  one or two, but I'll bet none ai them all.  ",0.005188584327697754,0.3619949221611023,3,3,3,912,"Failed"
"Cops Test Handheld Fingerprint Reader Several Minnesota police departments are field testing a handheld device that scans a suspect's fingerprint and digitally checks it against Minnesota's criminal history and fingerprint database.","Cops Test Handheld Etchings Reading Several Minnesota police departments are minefields auditing a handheld device that scans a suspect's printed and digitally checks it against Minnesota's criminal bygone and prints database.",0.002206563949584961,0.5174969434738159,3,2,3,194,"Successful"
"Ross Stores Profit Plummets 40 Percent (AP) AP - Discount retailer Ross Stores Inc. Wednesday said its profit fell about 40 percent in the latest quarter due to problems with a new computer system that limited the company's ability to respond to changes in customer demand.","Ross Stores Profit Plummets 40 Percent (AP) AP - Discount retailer Ross Stores Inc. Wednesday said its profit fell about 40 percent in the latest quarter due to problems with a new computer system that limited the company's ability to respond to changes in customer demand.",0.8228734731674194,0.8228734731674194,3,3,2,1,"Skipped"
"Small computers can have multiple personalities, too BOSTON The jury is still out on whether a computer can ever truly be intelligent, but there is no question that it can have multiple personalities. It #39;s just a matter of software. We usually think of the processor chip as the brains of a computer. The ...","Small computers can have multiple personalities, too BOSTON The jury is still out on whether a computer can ever truly be intelligent, but there is no question that it can have multiple personalities. It #39;s just a matter of software. We usually think of the processor chip as the brains of a computer. The ...",0.6148215532302856,0.6148215532302856,2,2,3,1,"Skipped"
